# Assembly name:  AgR_To_v5
# Organism name:  Trifolium repens (white clover)
# Infraspecific name:  cultivar=cv 'Crau'-derivative
# Taxid:          3899
# BioSample:      SAMN11016253
# BioProject:     PRJNA523044
# Submitter:      AgResearch Ltd
# Date:           2019-11-22
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    VCDJ01
# Assembly method: AllPaths v. DEC-2013
# Expected final version: no
# Genome coverage: 100.0x
# Sequencing technology: Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_005869975.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_005871075.1		Primary Assembly
## GCA_005871225.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_3097	unplaced-scaffold	na	na	VCDJ01003097.1	<>	na	Primary Assembly	2093	na
scaffold_3098	unplaced-scaffold	na	na	VCDJ01003098.1	<>	na	Primary Assembly	3524	na
scaffold_3099	unplaced-scaffold	na	na	VCDJ01003099.1	<>	na	Primary Assembly	3496	na
scaffold_3100	unplaced-scaffold	na	na	VCDJ01003100.1	<>	na	Primary Assembly	3509	na
scaffold_3101	unplaced-scaffold	na	na	VCDJ01003101.1	<>	na	Primary Assembly	1274	na
scaffold_3102	unplaced-scaffold	na	na	VCDJ01003102.1	<>	na	Primary Assembly	2229	na
scaffold_3103	unplaced-scaffold	na	na	VCDJ01003103.1	<>	na	Primary Assembly	3518	na
scaffold_3104	unplaced-scaffold	na	na	VCDJ01003104.1	<>	na	Primary Assembly	3518	na
scaffold_3105	unplaced-scaffold	na	na	VCDJ01003105.1	<>	na	Primary Assembly	3516	na
scaffold_3106	unplaced-scaffold	na	na	VCDJ01003106.1	<>	na	Primary Assembly	3498	na
scaffold_3107	unplaced-scaffold	na	na	VCDJ01003107.1	<>	na	Primary Assembly	3508	na
scaffold_3108	unplaced-scaffold	na	na	VCDJ01003108.1	<>	na	Primary Assembly	3323	na
scaffold_3109	unplaced-scaffold	na	na	VCDJ01003109.1	<>	na	Primary Assembly	3510	na
scaffold_3110	unplaced-scaffold	na	na	VCDJ01003110.1	<>	na	Primary Assembly	3325	na
scaffold_3111	unplaced-scaffold	na	na	VCDJ01003111.1	<>	na	Primary Assembly	3482	na
scaffold_3112	unplaced-scaffold	na	na	VCDJ01003112.1	<>	na	Primary Assembly	1916	na
scaffold_3113	unplaced-scaffold	na	na	VCDJ01003113.1	<>	na	Primary Assembly	1588	na
scaffold_3114	unplaced-scaffold	na	na	VCDJ01003114.1	<>	na	Primary Assembly	3490	na
scaffold_3115	unplaced-scaffold	na	na	VCDJ01003115.1	<>	na	Primary Assembly	3502	na
scaffold_3116	unplaced-scaffold	na	na	VCDJ01003116.1	<>	na	Primary Assembly	3503	na
scaffold_3117	unplaced-scaffold	na	na	VCDJ01003117.1	<>	na	Primary Assembly	3483	na
scaffold_3118	unplaced-scaffold	na	na	VCDJ01003118.1	<>	na	Primary Assembly	3477	na
scaffold_3119	unplaced-scaffold	na	na	VCDJ01003119.1	<>	na	Primary Assembly	3501	na
scaffold_3120	unplaced-scaffold	na	na	VCDJ01003120.1	<>	na	Primary Assembly	2810	na
scaffold_3121	unplaced-scaffold	na	na	VCDJ01003121.1	<>	na	Primary Assembly	687	na
scaffold_3122	unplaced-scaffold	na	na	VCDJ01003122.1	<>	na	Primary Assembly	3461	na
scaffold_3123	unplaced-scaffold	na	na	VCDJ01003123.1	<>	na	Primary Assembly	3339	na
scaffold_3124	unplaced-scaffold	na	na	VCDJ01003124.1	<>	na	Primary Assembly	3494	na
scaffold_3125	unplaced-scaffold	na	na	VCDJ01003125.1	<>	na	Primary Assembly	3493	na
scaffold_3126	unplaced-scaffold	na	na	VCDJ01003126.1	<>	na	Primary Assembly	3492	na
scaffold_3127	unplaced-scaffold	na	na	VCDJ01003127.1	<>	na	Primary Assembly	3492	na
scaffold_3128	unplaced-scaffold	na	na	VCDJ01003128.1	<>	na	Primary Assembly	3491	na
scaffold_3129	unplaced-scaffold	na	na	VCDJ01003129.1	<>	na	Primary Assembly	3488	na
scaffold_3130	unplaced-scaffold	na	na	VCDJ01003130.1	<>	na	Primary Assembly	771	na
scaffold_3131	unplaced-scaffold	na	na	VCDJ01003131.1	<>	na	Primary Assembly	1491	na
scaffold_3132	unplaced-scaffold	na	na	VCDJ01003132.1	<>	na	Primary Assembly	416	na
scaffold_3133	unplaced-scaffold	na	na	VCDJ01003133.1	<>	na	Primary Assembly	500	na
scaffold_3134	unplaced-scaffold	na	na	VCDJ01003134.1	<>	na	Primary Assembly	232	na
scaffold_3135	unplaced-scaffold	na	na	VCDJ01003135.1	<>	na	Primary Assembly	3460	na
scaffold_3136	unplaced-scaffold	na	na	VCDJ01003136.1	<>	na	Primary Assembly	1351	na
scaffold_3137	unplaced-scaffold	na	na	VCDJ01003137.1	<>	na	Primary Assembly	2106	na
scaffold_3138	unplaced-scaffold	na	na	VCDJ01003138.1	<>	na	Primary Assembly	3473	na
scaffold_3139	unplaced-scaffold	na	na	VCDJ01003139.1	<>	na	Primary Assembly	3463	na
scaffold_3140	unplaced-scaffold	na	na	VCDJ01003140.1	<>	na	Primary Assembly	3466	na
scaffold_3141	unplaced-scaffold	na	na	VCDJ01003141.1	<>	na	Primary Assembly	1531	na
scaffold_3142	unplaced-scaffold	na	na	VCDJ01003142.1	<>	na	Primary Assembly	1940	na
scaffold_3143	unplaced-scaffold	na	na	VCDJ01003143.1	<>	na	Primary Assembly	3473	na
scaffold_3144	unplaced-scaffold	na	na	VCDJ01003144.1	<>	na	Primary Assembly	3426	na
scaffold_3145	unplaced-scaffold	na	na	VCDJ01003145.1	<>	na	Primary Assembly	501	na
scaffold_3146	unplaced-scaffold	na	na	VCDJ01003146.1	<>	na	Primary Assembly	2948	na
scaffold_3147	unplaced-scaffold	na	na	VCDJ01003147.1	<>	na	Primary Assembly	3396	na
scaffold_3148	unplaced-scaffold	na	na	VCDJ01003148.1	<>	na	Primary Assembly	3459	na
scaffold_3149	unplaced-scaffold	na	na	VCDJ01003149.1	<>	na	Primary Assembly	3194	na
scaffold_3150	unplaced-scaffold	na	na	VCDJ01003150.1	<>	na	Primary Assembly	3470	na
scaffold_3151	unplaced-scaffold	na	na	VCDJ01003151.1	<>	na	Primary Assembly	599	na
scaffold_3152	unplaced-scaffold	na	na	VCDJ01003152.1	<>	na	Primary Assembly	2842	na
scaffold_3153	unplaced-scaffold	na	na	VCDJ01003153.1	<>	na	Primary Assembly	3467	na
scaffold_3154	unplaced-scaffold	na	na	VCDJ01003154.1	<>	na	Primary Assembly	2859	na
scaffold_3155	unplaced-scaffold	na	na	VCDJ01003155.1	<>	na	Primary Assembly	492	na
scaffold_3156	unplaced-scaffold	na	na	VCDJ01003156.1	<>	na	Primary Assembly	3466	na
scaffold_3157	unplaced-scaffold	na	na	VCDJ01003157.1	<>	na	Primary Assembly	3464	na
scaffold_3158	unplaced-scaffold	na	na	VCDJ01003158.1	<>	na	Primary Assembly	3058	na
scaffold_3159	unplaced-scaffold	na	na	VCDJ01003159.1	<>	na	Primary Assembly	549	na
scaffold_3160	unplaced-scaffold	na	na	VCDJ01003160.1	<>	na	Primary Assembly	455	na
scaffold_3161	unplaced-scaffold	na	na	VCDJ01003161.1	<>	na	Primary Assembly	393	na
scaffold_3162	unplaced-scaffold	na	na	VCDJ01003162.1	<>	na	Primary Assembly	1946	na
scaffold_3163	unplaced-scaffold	na	na	VCDJ01003163.1	<>	na	Primary Assembly	3351	na
scaffold_3164	unplaced-scaffold	na	na	VCDJ01003164.1	<>	na	Primary Assembly	912	na
scaffold_3165	unplaced-scaffold	na	na	VCDJ01003165.1	<>	na	Primary Assembly	2520	na
scaffold_3166	unplaced-scaffold	na	na	VCDJ01003166.1	<>	na	Primary Assembly	1850	na
scaffold_3167	unplaced-scaffold	na	na	VCDJ01003167.1	<>	na	Primary Assembly	1561	na
scaffold_3168	unplaced-scaffold	na	na	VCDJ01003168.1	<>	na	Primary Assembly	3459	na
scaffold_3169	unplaced-scaffold	na	na	VCDJ01003169.1	<>	na	Primary Assembly	1664	na
scaffold_3170	unplaced-scaffold	na	na	VCDJ01003170.1	<>	na	Primary Assembly	1769	na
scaffold_3171	unplaced-scaffold	na	na	VCDJ01003171.1	<>	na	Primary Assembly	3384	na
scaffold_3172	unplaced-scaffold	na	na	VCDJ01003172.1	<>	na	Primary Assembly	3453	na
scaffold_3173	unplaced-scaffold	na	na	VCDJ01003173.1	<>	na	Primary Assembly	3452	na
scaffold_3174	unplaced-scaffold	na	na	VCDJ01003174.1	<>	na	Primary Assembly	3394	na
scaffold_3175	unplaced-scaffold	na	na	VCDJ01003175.1	<>	na	Primary Assembly	3401	na
scaffold_3176	unplaced-scaffold	na	na	VCDJ01003176.1	<>	na	Primary Assembly	3441	na
scaffold_3177	unplaced-scaffold	na	na	VCDJ01003177.1	<>	na	Primary Assembly	3445	na
scaffold_3178	unplaced-scaffold	na	na	VCDJ01003178.1	<>	na	Primary Assembly	3433	na
scaffold_3179	unplaced-scaffold	na	na	VCDJ01003179.1	<>	na	Primary Assembly	3268	na
scaffold_3180	unplaced-scaffold	na	na	VCDJ01003180.1	<>	na	Primary Assembly	1831	na
scaffold_3181	unplaced-scaffold	na	na	VCDJ01003181.1	<>	na	Primary Assembly	1610	na
scaffold_3182	unplaced-scaffold	na	na	VCDJ01003182.1	<>	na	Primary Assembly	2927	na
scaffold_3183	unplaced-scaffold	na	na	VCDJ01003183.1	<>	na	Primary Assembly	405	na
scaffold_3184	unplaced-scaffold	na	na	VCDJ01003184.1	<>	na	Primary Assembly	3425	na
scaffold_3185	unplaced-scaffold	na	na	VCDJ01003185.1	<>	na	Primary Assembly	3033	na
scaffold_3186	unplaced-scaffold	na	na	VCDJ01003186.1	<>	na	Primary Assembly	3434	na
scaffold_3187	unplaced-scaffold	na	na	VCDJ01003187.1	<>	na	Primary Assembly	3432	na
scaffold_3188	unplaced-scaffold	na	na	VCDJ01003188.1	<>	na	Primary Assembly	3424	na
scaffold_3189	unplaced-scaffold	na	na	VCDJ01003189.1	<>	na	Primary Assembly	3401	na
scaffold_3190	unplaced-scaffold	na	na	VCDJ01003190.1	<>	na	Primary Assembly	3050	na
scaffold_3191	unplaced-scaffold	na	na	VCDJ01003191.1	<>	na	Primary Assembly	3416	na
scaffold_3192	unplaced-scaffold	na	na	VCDJ01003192.1	<>	na	Primary Assembly	3423	na
scaffold_3193	unplaced-scaffold	na	na	VCDJ01003193.1	<>	na	Primary Assembly	1652	na
scaffold_3194	unplaced-scaffold	na	na	VCDJ01003194.1	<>	na	Primary Assembly	1503	na
scaffold_3195	unplaced-scaffold	na	na	VCDJ01003195.1	<>	na	Primary Assembly	3371	na
scaffold_3196	unplaced-scaffold	na	na	VCDJ01003196.1	<>	na	Primary Assembly	756	na
scaffold_3197	unplaced-scaffold	na	na	VCDJ01003197.1	<>	na	Primary Assembly	1915	na
scaffold_3198	unplaced-scaffold	na	na	VCDJ01003198.1	<>	na	Primary Assembly	3280	na
scaffold_3199	unplaced-scaffold	na	na	VCDJ01003199.1	<>	na	Primary Assembly	2842	na
scaffold_3200	unplaced-scaffold	na	na	VCDJ01003200.1	<>	na	Primary Assembly	409	na
scaffold_3201	unplaced-scaffold	na	na	VCDJ01003201.1	<>	na	Primary Assembly	3208	na
scaffold_3202	unplaced-scaffold	na	na	VCDJ01003202.1	<>	na	Primary Assembly	3419	na
scaffold_3203	unplaced-scaffold	na	na	VCDJ01003203.1	<>	na	Primary Assembly	3419	na
scaffold_3204	unplaced-scaffold	na	na	VCDJ01003204.1	<>	na	Primary Assembly	3415	na
scaffold_3205	unplaced-scaffold	na	na	VCDJ01003205.1	<>	na	Primary Assembly	3412	na
scaffold_3206	unplaced-scaffold	na	na	VCDJ01003206.1	<>	na	Primary Assembly	3400	na
scaffold_3207	unplaced-scaffold	na	na	VCDJ01003207.1	<>	na	Primary Assembly	2940	na
scaffold_3208	unplaced-scaffold	na	na	VCDJ01003208.1	<>	na	Primary Assembly	3409	na
scaffold_3209	unplaced-scaffold	na	na	VCDJ01003209.1	<>	na	Primary Assembly	760	na
scaffold_3210	unplaced-scaffold	na	na	VCDJ01003210.1	<>	na	Primary Assembly	2647	na
scaffold_3211	unplaced-scaffold	na	na	VCDJ01003211.1	<>	na	Primary Assembly	3407	na
scaffold_3212	unplaced-scaffold	na	na	VCDJ01003212.1	<>	na	Primary Assembly	3175	na
scaffold_3213	unplaced-scaffold	na	na	VCDJ01003213.1	<>	na	Primary Assembly	3405	na
scaffold_3214	unplaced-scaffold	na	na	VCDJ01003214.1	<>	na	Primary Assembly	3132	na
scaffold_3215	unplaced-scaffold	na	na	VCDJ01003215.1	<>	na	Primary Assembly	2929	na
scaffold_3216	unplaced-scaffold	na	na	VCDJ01003216.1	<>	na	Primary Assembly	3400	na
scaffold_3217	unplaced-scaffold	na	na	VCDJ01003217.1	<>	na	Primary Assembly	3393	na
scaffold_3218	unplaced-scaffold	na	na	VCDJ01003218.1	<>	na	Primary Assembly	2654	na
scaffold_3219	unplaced-scaffold	na	na	VCDJ01003219.1	<>	na	Primary Assembly	452	na
scaffold_3220	unplaced-scaffold	na	na	VCDJ01003220.1	<>	na	Primary Assembly	2666	na
scaffold_3221	unplaced-scaffold	na	na	VCDJ01003221.1	<>	na	Primary Assembly	311	na
scaffold_3222	unplaced-scaffold	na	na	VCDJ01003222.1	<>	na	Primary Assembly	3396	na
scaffold_3223	unplaced-scaffold	na	na	VCDJ01003223.1	<>	na	Primary Assembly	3396	na
scaffold_3224	unplaced-scaffold	na	na	VCDJ01003224.1	<>	na	Primary Assembly	3254	na
scaffold_3225	unplaced-scaffold	na	na	VCDJ01003225.1	<>	na	Primary Assembly	3387	na
scaffold_3226	unplaced-scaffold	na	na	VCDJ01003226.1	<>	na	Primary Assembly	3394	na
scaffold_3227	unplaced-scaffold	na	na	VCDJ01003227.1	<>	na	Primary Assembly	3210	na
scaffold_3228	unplaced-scaffold	na	na	VCDJ01003228.1	<>	na	Primary Assembly	3390	na
scaffold_3229	unplaced-scaffold	na	na	VCDJ01003229.1	<>	na	Primary Assembly	3364	na
scaffold_3230	unplaced-scaffold	na	na	VCDJ01003230.1	<>	na	Primary Assembly	3307	na
scaffold_3231	unplaced-scaffold	na	na	VCDJ01003231.1	<>	na	Primary Assembly	1481	na
scaffold_3232	unplaced-scaffold	na	na	VCDJ01003232.1	<>	na	Primary Assembly	1794	na
scaffold_3233	unplaced-scaffold	na	na	VCDJ01003233.1	<>	na	Primary Assembly	3379	na
scaffold_3234	unplaced-scaffold	na	na	VCDJ01003234.1	<>	na	Primary Assembly	3375	na
scaffold_3235	unplaced-scaffold	na	na	VCDJ01003235.1	<>	na	Primary Assembly	3160	na
scaffold_3236	unplaced-scaffold	na	na	VCDJ01003236.1	<>	na	Primary Assembly	2531	na
scaffold_3237	unplaced-scaffold	na	na	VCDJ01003237.1	<>	na	Primary Assembly	833	na
scaffold_3238	unplaced-scaffold	na	na	VCDJ01003238.1	<>	na	Primary Assembly	3348	na
scaffold_3239	unplaced-scaffold	na	na	VCDJ01003239.1	<>	na	Primary Assembly	3375	na
scaffold_3240	unplaced-scaffold	na	na	VCDJ01003240.1	<>	na	Primary Assembly	3373	na
scaffold_3241	unplaced-scaffold	na	na	VCDJ01003241.1	<>	na	Primary Assembly	3368	na
scaffold_3242	unplaced-scaffold	na	na	VCDJ01003242.1	<>	na	Primary Assembly	3368	na
scaffold_3243	unplaced-scaffold	na	na	VCDJ01003243.1	<>	na	Primary Assembly	3348	na
scaffold_3244	unplaced-scaffold	na	na	VCDJ01003244.1	<>	na	Primary Assembly	3367	na
scaffold_3245	unplaced-scaffold	na	na	VCDJ01003245.1	<>	na	Primary Assembly	3366	na
scaffold_3246	unplaced-scaffold	na	na	VCDJ01003246.1	<>	na	Primary Assembly	3297	na
scaffold_3247	unplaced-scaffold	na	na	VCDJ01003247.1	<>	na	Primary Assembly	3334	na
scaffold_3248	unplaced-scaffold	na	na	VCDJ01003248.1	<>	na	Primary Assembly	3336	na
scaffold_3249	unplaced-scaffold	na	na	VCDJ01003249.1	<>	na	Primary Assembly	3170	na
scaffold_3250	unplaced-scaffold	na	na	VCDJ01003250.1	<>	na	Primary Assembly	3348	na
scaffold_3251	unplaced-scaffold	na	na	VCDJ01003251.1	<>	na	Primary Assembly	3358	na
scaffold_3252	unplaced-scaffold	na	na	VCDJ01003252.1	<>	na	Primary Assembly	3357	na
scaffold_3253	unplaced-scaffold	na	na	VCDJ01003253.1	<>	na	Primary Assembly	3357	na
scaffold_3254	unplaced-scaffold	na	na	VCDJ01003254.1	<>	na	Primary Assembly	3355	na
scaffold_3255	unplaced-scaffold	na	na	VCDJ01003255.1	<>	na	Primary Assembly	1551	na
scaffold_3256	unplaced-scaffold	na	na	VCDJ01003256.1	<>	na	Primary Assembly	764	na
scaffold_3257	unplaced-scaffold	na	na	VCDJ01003257.1	<>	na	Primary Assembly	583	na
scaffold_3258	unplaced-scaffold	na	na	VCDJ01003258.1	<>	na	Primary Assembly	432	na
scaffold_3259	unplaced-scaffold	na	na	VCDJ01003259.1	<>	na	Primary Assembly	3312	na
scaffold_3260	unplaced-scaffold	na	na	VCDJ01003260.1	<>	na	Primary Assembly	3353	na
scaffold_3261	unplaced-scaffold	na	na	VCDJ01003261.1	<>	na	Primary Assembly	3348	na
scaffold_3262	unplaced-scaffold	na	na	VCDJ01003262.1	<>	na	Primary Assembly	3161	na
scaffold_3263	unplaced-scaffold	na	na	VCDJ01003263.1	<>	na	Primary Assembly	3346	na
scaffold_3264	unplaced-scaffold	na	na	VCDJ01003264.1	<>	na	Primary Assembly	600	na
scaffold_3265	unplaced-scaffold	na	na	VCDJ01003265.1	<>	na	Primary Assembly	2715	na
scaffold_3266	unplaced-scaffold	na	na	VCDJ01003266.1	<>	na	Primary Assembly	3337	na
scaffold_3267	unplaced-scaffold	na	na	VCDJ01003267.1	<>	na	Primary Assembly	3067	na
scaffold_3268	unplaced-scaffold	na	na	VCDJ01003268.1	<>	na	Primary Assembly	3342	na
scaffold_3269	unplaced-scaffold	na	na	VCDJ01003269.1	<>	na	Primary Assembly	3335	na
scaffold_3270	unplaced-scaffold	na	na	VCDJ01003270.1	<>	na	Primary Assembly	3342	na
scaffold_3271	unplaced-scaffold	na	na	VCDJ01003271.1	<>	na	Primary Assembly	3339	na
scaffold_3272	unplaced-scaffold	na	na	VCDJ01003272.1	<>	na	Primary Assembly	3288	na
scaffold_3273	unplaced-scaffold	na	na	VCDJ01003273.1	<>	na	Primary Assembly	3317	na
scaffold_3274	unplaced-scaffold	na	na	VCDJ01003274.1	<>	na	Primary Assembly	3286	na
scaffold_3275	unplaced-scaffold	na	na	VCDJ01003275.1	<>	na	Primary Assembly	2440	na
scaffold_3276	unplaced-scaffold	na	na	VCDJ01003276.1	<>	na	Primary Assembly	3332	na
scaffold_3277	unplaced-scaffold	na	na	VCDJ01003277.1	<>	na	Primary Assembly	3285	na
scaffold_3278	unplaced-scaffold	na	na	VCDJ01003278.1	<>	na	Primary Assembly	3332	na
scaffold_3279	unplaced-scaffold	na	na	VCDJ01003279.1	<>	na	Primary Assembly	2059	na
scaffold_3280	unplaced-scaffold	na	na	VCDJ01003280.1	<>	na	Primary Assembly	959	na
scaffold_3281	unplaced-scaffold	na	na	VCDJ01003281.1	<>	na	Primary Assembly	302	na
scaffold_3282	unplaced-scaffold	na	na	VCDJ01003282.1	<>	na	Primary Assembly	3192	na
scaffold_3283	unplaced-scaffold	na	na	VCDJ01003283.1	<>	na	Primary Assembly	3310	na
scaffold_3284	unplaced-scaffold	na	na	VCDJ01003284.1	<>	na	Primary Assembly	3325	na
scaffold_3285	unplaced-scaffold	na	na	VCDJ01003285.1	<>	na	Primary Assembly	3325	na
scaffold_3286	unplaced-scaffold	na	na	VCDJ01003286.1	<>	na	Primary Assembly	3188	na
scaffold_3287	unplaced-scaffold	na	na	VCDJ01003287.1	<>	na	Primary Assembly	3318	na
scaffold_3288	unplaced-scaffold	na	na	VCDJ01003288.1	<>	na	Primary Assembly	3245	na
scaffold_3289	unplaced-scaffold	na	na	VCDJ01003289.1	<>	na	Primary Assembly	3162	na
scaffold_3290	unplaced-scaffold	na	na	VCDJ01003290.1	<>	na	Primary Assembly	3277	na
scaffold_3291	unplaced-scaffold	na	na	VCDJ01003291.1	<>	na	Primary Assembly	3314	na
scaffold_3292	unplaced-scaffold	na	na	VCDJ01003292.1	<>	na	Primary Assembly	3313	na
scaffold_3293	unplaced-scaffold	na	na	VCDJ01003293.1	<>	na	Primary Assembly	3318	na
scaffold_3294	unplaced-scaffold	na	na	VCDJ01003294.1	<>	na	Primary Assembly	3318	na
scaffold_3295	unplaced-scaffold	na	na	VCDJ01003295.1	<>	na	Primary Assembly	3315	na
scaffold_3296	unplaced-scaffold	na	na	VCDJ01003296.1	<>	na	Primary Assembly	367	na
scaffold_3297	unplaced-scaffold	na	na	VCDJ01003297.1	<>	na	Primary Assembly	2883	na
scaffold_3298	unplaced-scaffold	na	na	VCDJ01003298.1	<>	na	Primary Assembly	3316	na
scaffold_3299	unplaced-scaffold	na	na	VCDJ01003299.1	<>	na	Primary Assembly	3056	na
scaffold_3300	unplaced-scaffold	na	na	VCDJ01003300.1	<>	na	Primary Assembly	259	na
scaffold_3301	unplaced-scaffold	na	na	VCDJ01003301.1	<>	na	Primary Assembly	3313	na
scaffold_3302	unplaced-scaffold	na	na	VCDJ01003302.1	<>	na	Primary Assembly	3289	na
scaffold_3303	unplaced-scaffold	na	na	VCDJ01003303.1	<>	na	Primary Assembly	3293	na
scaffold_3304	unplaced-scaffold	na	na	VCDJ01003304.1	<>	na	Primary Assembly	3282	na
scaffold_3305	unplaced-scaffold	na	na	VCDJ01003305.1	<>	na	Primary Assembly	3302	na
scaffold_3306	unplaced-scaffold	na	na	VCDJ01003306.1	<>	na	Primary Assembly	935	na
scaffold_3307	unplaced-scaffold	na	na	VCDJ01003307.1	<>	na	Primary Assembly	2373	na
scaffold_3308	unplaced-scaffold	na	na	VCDJ01003308.1	<>	na	Primary Assembly	2114	na
scaffold_3309	unplaced-scaffold	na	na	VCDJ01003309.1	<>	na	Primary Assembly	1177	na
scaffold_3310	unplaced-scaffold	na	na	VCDJ01003310.1	<>	na	Primary Assembly	1186	na
scaffold_3311	unplaced-scaffold	na	na	VCDJ01003311.1	<>	na	Primary Assembly	2112	na
scaffold_3312	unplaced-scaffold	na	na	VCDJ01003312.1	<>	na	Primary Assembly	3291	na
scaffold_3313	unplaced-scaffold	na	na	VCDJ01003313.1	<>	na	Primary Assembly	2839	na
scaffold_3314	unplaced-scaffold	na	na	VCDJ01003314.1	<>	na	Primary Assembly	3305	na
scaffold_3315	unplaced-scaffold	na	na	VCDJ01003315.1	<>	na	Primary Assembly	3303	na
scaffold_3316	unplaced-scaffold	na	na	VCDJ01003316.1	<>	na	Primary Assembly	3271	na
scaffold_3317	unplaced-scaffold	na	na	VCDJ01003317.1	<>	na	Primary Assembly	3252	na
scaffold_3318	unplaced-scaffold	na	na	VCDJ01003318.1	<>	na	Primary Assembly	3237	na
scaffold_3319	unplaced-scaffold	na	na	VCDJ01003319.1	<>	na	Primary Assembly	3266	na
scaffold_3320	unplaced-scaffold	na	na	VCDJ01003320.1	<>	na	Primary Assembly	3300	na
scaffold_3321	unplaced-scaffold	na	na	VCDJ01003321.1	<>	na	Primary Assembly	821	na
scaffold_3322	unplaced-scaffold	na	na	VCDJ01003322.1	<>	na	Primary Assembly	2477	na
scaffold_3323	unplaced-scaffold	na	na	VCDJ01003323.1	<>	na	Primary Assembly	1334	na
scaffold_3324	unplaced-scaffold	na	na	VCDJ01003324.1	<>	na	Primary Assembly	1960	na
scaffold_3325	unplaced-scaffold	na	na	VCDJ01003325.1	<>	na	Primary Assembly	3271	na
scaffold_3326	unplaced-scaffold	na	na	VCDJ01003326.1	<>	na	Primary Assembly	3288	na
scaffold_3327	unplaced-scaffold	na	na	VCDJ01003327.1	<>	na	Primary Assembly	500	na
scaffold_3328	unplaced-scaffold	na	na	VCDJ01003328.1	<>	na	Primary Assembly	981	na
scaffold_3329	unplaced-scaffold	na	na	VCDJ01003329.1	<>	na	Primary Assembly	1797	na
scaffold_3330	unplaced-scaffold	na	na	VCDJ01003330.1	<>	na	Primary Assembly	3291	na
scaffold_3331	unplaced-scaffold	na	na	VCDJ01003331.1	<>	na	Primary Assembly	1261	na
scaffold_3332	unplaced-scaffold	na	na	VCDJ01003332.1	<>	na	Primary Assembly	342	na
scaffold_3333	unplaced-scaffold	na	na	VCDJ01003333.1	<>	na	Primary Assembly	1057	na
scaffold_3334	unplaced-scaffold	na	na	VCDJ01003334.1	<>	na	Primary Assembly	3282	na
scaffold_3335	unplaced-scaffold	na	na	VCDJ01003335.1	<>	na	Primary Assembly	3237	na
scaffold_3336	unplaced-scaffold	na	na	VCDJ01003336.1	<>	na	Primary Assembly	3288	na
scaffold_3337	unplaced-scaffold	na	na	VCDJ01003337.1	<>	na	Primary Assembly	3222	na
scaffold_3338	unplaced-scaffold	na	na	VCDJ01003338.1	<>	na	Primary Assembly	3271	na
scaffold_3339	unplaced-scaffold	na	na	VCDJ01003339.1	<>	na	Primary Assembly	3233	na
scaffold_3340	unplaced-scaffold	na	na	VCDJ01003340.1	<>	na	Primary Assembly	3269	na
scaffold_3341	unplaced-scaffold	na	na	VCDJ01003341.1	<>	na	Primary Assembly	3282	na
scaffold_3342	unplaced-scaffold	na	na	VCDJ01003342.1	<>	na	Primary Assembly	3252	na
scaffold_3343	unplaced-scaffold	na	na	VCDJ01003343.1	<>	na	Primary Assembly	3281	na
scaffold_3344	unplaced-scaffold	na	na	VCDJ01003344.1	<>	na	Primary Assembly	3256	na
scaffold_3345	unplaced-scaffold	na	na	VCDJ01003345.1	<>	na	Primary Assembly	1397	na
scaffold_3346	unplaced-scaffold	na	na	VCDJ01003346.1	<>	na	Primary Assembly	271	na
scaffold_3347	unplaced-scaffold	na	na	VCDJ01003347.1	<>	na	Primary Assembly	3280	na
scaffold_3348	unplaced-scaffold	na	na	VCDJ01003348.1	<>	na	Primary Assembly	3280	na
scaffold_3349	unplaced-scaffold	na	na	VCDJ01003349.1	<>	na	Primary Assembly	3278	na
scaffold_3350	unplaced-scaffold	na	na	VCDJ01003350.1	<>	na	Primary Assembly	3208	na
scaffold_3351	unplaced-scaffold	na	na	VCDJ01003351.1	<>	na	Primary Assembly	2975	na
scaffold_3352	unplaced-scaffold	na	na	VCDJ01003352.1	<>	na	Primary Assembly	3276	na
scaffold_3353	unplaced-scaffold	na	na	VCDJ01003353.1	<>	na	Primary Assembly	3271	na
scaffold_3354	unplaced-scaffold	na	na	VCDJ01003354.1	<>	na	Primary Assembly	3274	na
scaffold_3355	unplaced-scaffold	na	na	VCDJ01003355.1	<>	na	Primary Assembly	3093	na
scaffold_3356	unplaced-scaffold	na	na	VCDJ01003356.1	<>	na	Primary Assembly	2203	na
scaffold_3357	unplaced-scaffold	na	na	VCDJ01003357.1	<>	na	Primary Assembly	865	na
scaffold_3358	unplaced-scaffold	na	na	VCDJ01003358.1	<>	na	Primary Assembly	2807	na
scaffold_3359	unplaced-scaffold	na	na	VCDJ01003359.1	<>	na	Primary Assembly	3239	na
scaffold_3360	unplaced-scaffold	na	na	VCDJ01003360.1	<>	na	Primary Assembly	2626	na
